InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
2ad06102-faf3-4d63-8256-be03d543ce2c,Nelly the cashier was having a bad day at the store.,She kept making small mistakes and people were getting mad.,Even her last customer was mad and it wasn't even her fault.,As soon as it was time for her break she dashed outside.,Nelly hated the outdoors.,The fresh air was exactly what Nelly needed to clear her head.,2
2db35e99-36cf-4fbd-876d-d26fe8b649c9,Alec's daughter wanted more blocks to play with.,Alec figured that blocks would develop her scientific mind.,Alec bought blocks with letters on them.,Alec's daughter made words with them rather than structures.,Alec and his wife decided to go to the movies.,Alec was happy to see his daughter developing her verbal ability.,2
7c8964d9-c397-485d-86dc-6b95fb3be64a,I decided to murder my neighbor.,I crept into his house in the middle of the night.,I killed him while he slept.,I was caught by the police.,The police officer gave me a badge and made me a deputy.,It was terrible to be sentenced to life in prison.,2
2e2b0ba2-cc01-48ca-983d-50109116c862,Tim bought a record player at a thrift shop.,He didn't have any records to play on it.,He asked his parents if they had any.,They gave him their entire record collection from their youth.,He felt cool and retro when he played records at a party.,He broke the records one by one as his parents watched.,1
2406943f-8a63-496d-8585-8ec3abac0f49,Amy wanted to get healthy.,She purchased a smoothie blender.,She made delicious fruit and vegetable smoothies.,It took 20 minutes to clean the blender.,Amy was determined to gain weight.,Amy was determined to lose weight.,2
0affefb8-3cfd-40fd-b5e5-cddfb5d30428,Tina auditioned for her high school dancing team.,"After she danced, the instructor wanted to talk to her.",He said that her skills aren't good enough to make the team.,She immediately left the auditioning room.,Tina held back her tears.,Tina joined the high school dancing team.,1
b6c98944-3cb1-4d9d-877d-bb5d463526a5,Sally was on her work break.,She went to get tacos from the taco stand outside.,She realized she had forgotten her wallet at home.,A nice man noticed what happened and offered to pay.,Sally was grateful for his kindness.,Sally cried the rest of her break.,1
80191f19-91bb-40f6-be0d-17f33e002c19,Jennifer wanted to join the school band.,She began taking lessons for playing the cello.,"She made progress, but not quickly.",She didn't feel ready to try out for the band.,Jennifer worked hard on her lessons and got into the band.,Jennifer had not taken any cello lessons.,1
b088959d-79f1-44e7-9fd1-b69dd14acb87,Fred went to the beach with his friends.,He loved the water and the sunshine.,His friends threw a party on the beach after the sun went down.,Fred got drunk and passed out on the sand.,Fred rolled over and fell off the bed.,Fred woke up with a hangover.,2
6d412966-5675-41f1-bd11-65f3a2fa5797,Ronnie was riding his bike to work the other day.,All of a sudden he hit a rock and fell.,He wasn't hurt but his outfit was ruined.,He kept going to work anyway.,Ronnie's boss commended him on his dedication.,Ronnie quit as soon as he got in.,1
1a83c1eb-7041-4040-8982-7cb0b63c9c20,Burke doesn't have many friends.,He always walks around with a scowl on his face.,"One day, a stranger tells him that he should smile more.",Burke decides to try smiling.,Burke soon reverts back to being grumpy.,Burke loves interference from strangers.,1
79afda6c-31b6-4201-ad86-233ab808ef8d,Matt was driving home one night.,He wasn't paying attention.,He struck and injured a jogger who crossed the road.,Matt was horrified and stopped to check on her.,Matt always paid more attention to the road after that.,"Matt fiddled with the car radio, looking for a better station.",1
953792ed-bd0a-4c95-bc6c-7965187afd82,Brian was excited for the talent show.,He had been doing extra practice on his drums.,To express his individuality he wore a skirt on stage.,When he finished his act he got a standing ovation.,Brian was very creative and brave.,Brian was not very creative.,1
8552c047-b700-4b7b-95b9-f149cf26cffb,Halloween was on its way.,I decided to decorate my house.,I went to the store and bought decorations.,I went home and gathered the new items.,I loved decorating for holidays.,I hated decorating.,1
04a3004e-2468-463a-9481-8435917491cb,"One day, police were investigating a crime scene.",They were stuck on where to go next.,They got a tip to check behind the library.,There they found some key evidence.,The police found the perpetrator and locked her up.,The police put on a community event to raise money.,1
844bc94f-b9dd-4c80-874e-b56c300fcca7,Pat has a math test coming up.,He studies very hard for a week.,Pat makes flashcards to read on the bus.,Pat aces his test.,Pat is happy.,Pat is sad.,1
96736ca6-46ef-4ed0-8a12-3364ae3b27da,Solomon didn't like his first name.,He thought that it was too old-fashioned.,"At a job interview, the interviewer praised his name.",Solomon suspected that his being hired was related to his unique name.,Solomon asked the interviewer for an old-fashioned.,Solomon thought his name might not be so bad after all.,2
fed543f8-a766-4304-a8ea-d84b18bfadb0,Kelly got a new bracelet yesterday.,She was in love with it.,"Yet today when she went shopping, she ended up losing it.",She searched everywhere for it.,"Try as she might, Kelley couldn't find her dog.",She was relieved to find it underneath her car seat.,2
34e043b3-9511-4589-8d32-3c91f92e0365,My spouse is a huge Star Wars fan and loves it.,I needed a gift idea for him for a Christmas gift.,I decided to buy him tickets to Star Wars.,He loved his gift from me on Christmas morning.,He used the tickets to take me to see Star Wars with him.,"With a look of disgust, he threw the tickets in the trash.",1
9e9c90c8-f951-4f4d-a4a1-9c0885008086,Ben was tired at the end of the day.,The customer asked for Spaghetti.,Ben was too lazy to wash a dish and but the food on a dirty one.,"A week later, the restaurant got sued by the customer.",The customer was uplifted by the special service.,The customer was angry.,2
5266d0a9-9676-4b0f-9947-5f0b9d2f5227,Yesterday Stacey was driving to work.,Unfortunately a large SUV slammed into her.,Luckily she was alright.,However her car was destroyed.,Stacey got back in her car and drove to work.,Stacey told the police what happened.,2
5a68e437-26e9-4c2c-8390-e09787adf317,Karen and Diane had been best friends since childhood.,"Now high school seniors, they've started thinking about college.",They both applied to Cornell and planned to room together.,"Karen was accepted but Diane was not, which was hard for both of them.",Diane decided she hated Karen more than ever before.,"It was hard, but they agreed to go their separate ways.",2
7dd60447-f348-46d6-a9c8-a8c0e1929ebb,"Regrettably, our kitty passed away two weeks ago.","She was a young cat, and we didn't know why she died.",We found her on the floor when we woke up in the morning.,My husband buried her in the backyard.,We miss her so much.,"Later, we gave her a bowl of milk.",1
04e5efa9-1c6c-4316-9aa3-be095b55f14d,Reilly loved going to the fair.,The petting zoo was her favorite part.,She had fed a small goat before feeding the cow.,The goat was trying to get more food from her but she ignored it.,"Eventually, the goat became angry and bit Reilly.",Reilly fed the goat extra food.,1
b92f303b-57b3-409d-a126-e8b2ed6dae8f,My sister in law Sally contacted the family last month.,Sally is estranged from the family.,She ran away to get married and did not keep in contact.,Her husband is now in a hospice.,Sally ended up being my best friend.,Sally wanted to inform the family of her husband's condition.,2
0f16f911-002b-42e5-a03b-0f0d481a7abd,Laura decided to fly all the way to New York City.,She flew specifically to get her hair done.,She wanted her hair cut by a celebrity stylist.,When Laura got it done she loved it.,Laura wore a hat all week to hide her hair.,The compliments she got made Laura think the trip was worth it.,2
d198e207-13f8-45bf-a627-7f3418b98968,Neil had just arrived in Bulgaria.,His train took him to the center of Sofia.,He was amazed at the busy capital city.,It was so beautiful and busy!,Neil thought the country was wonderful.,Neil hated his trip.,1
caae8e0c-2dd1-40f5-9444-5a41c6ec5093,A man was running down a path in a state park.,He came to a gate in the path.,The gate looked low enough to jump.,The man leapt as high as he could while running.,The man jumped over the gate.,The man went under the gate.,1
471915a5-c895-42c2-9541-b2aa27f5a419,I waited in line all day to see a movie I knew I would like.,I was so excited to see this movie.,"When I got into the theater, I was so excited I almost couldn't move.",I watched the whole movie.,I thought the movie was great!,I left after the first forty five minutes.,1
4e92b613-219a-4068-a04d-3789c266ab3d,Grayson has collected stamps since he was a little kid.,Now Grayson needs some money to help pay his rent.,He thinks of his stamp collection.,"Sadly, he takes them into a pawn shop for sale.",He gets much less for them than they are worth.,Grayson uses the money from selling his stamps to buy a guitar.,1
7077f2e6-ad0a-4c7e-b21e-cd28243d886a,Lance and Adam were best friends.,"When Lance joined the Army, Adam signed up, too.",They were in the same unit and were deployed together.,Lance took a bullet for Adam.,Adam was never able to repay Lance.,Lance never spoke to Adam again.,1
d96069af-cdd7-42d9-a4f2-1837b3b42d88,I walked inside of the dentists office.,"After signing the attendance board, the dentist greeted me.",He showed me where to sit.,"Afterwards, he started to operate on my teeth.",I left the dentist's office with a signed petition.,I was nervous but he reassured me that everything was fine.,2
39d062a5-c89c-462f-a0df-876cba16daf3,Tim always wanted to play the drums.,His parents bought him a set for Christmas.,He would play them all the time.,It was way too loud and upset his parents.,"Pretty soon, Tim's parents hated the sound of the trumpet.",They set up a space in the garage for him to practice.,2
3541e6f4-8e10-473e-b8d0-2854f882e5e8,I love all you can eat buffets.,There used to be this amazing buffet by my house.,It had all kinds of food from all over the world.,The only problem was that it was very expensive.,"So I would indulge every once in awhile, and it was delicious!",I always ate there when I wanted to save money!,1
